block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
3432,floating_point_classifier_combinational,Floating-Point Compute,Floating-point arithmetic,Generated family variant,Implements configurable floating-point operations and format conversion. Architecture variant: **combinational**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,interface/behavior shell; IEEE-754 compliant core not claimed,bb_datapath_core,rtl/blocks/floating_point_compute/floating_point_classifier_combinational.vhd,tb/blocks/floating_point_compute/tb_floating_point_classifier_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3433,vector_lane_router_combinational,Vector Compute,SIMD and vector datapaths,Generated family variant,Applies the same operation across parallel lanes or reduces lane results. Architecture variant: **combinational**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/vector_compute/vector_lane_router_combinational.vhd,tb/blocks/vector_compute/tb_vector_lane_router_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3434,tensor_permutation_engine_int8,Tensor Compute,Matrix and tensor operations,Generated family variant,"Accelerates matrix, tensor, and tiled multiply-accumulate workloads. Architecture variant: **int8**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/tensor_compute/tensor_permutation_engine_int8.vhd,tb/blocks/tensor_compute/tb_tensor_permutation_engine_int8.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3435,piecewise_linear_function_combinational,Math Accelerators,Elementary and transcendental functions,Generated family variant,"Evaluates mathematical functions using iterative, table-based, or polynomial methods. Architecture variant: **combinational**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/math_accelerators/piecewise_linear_function_combinational.vhd,tb/blocks/math_accelerators/tb_piecewise_linear_function_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3436,stream_statistics_engine_combinational,Reductions and Checksums,"Reductions, CRC and hashing",Generated family variant,"Reduces streams or vectors into checksums, statistics, or summary values. Architecture variant: **combinational**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/reductions_and_checksums/stream_statistics_engine_combinational.vhd,tb/blocks/reductions_and_checksums/tb_stream_statistics_engine_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3437,gaussian_filter_combinational,DSP Filters,Digital filters,Generated family variant,Filters sample streams with selectable arithmetic precision and throughput. Architecture variant: **combinational**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_filters/gaussian_filter_combinational.vhd,tb/blocks/dsp_filters/tb_gaussian_filter_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3438,channelizer_filterbank_combinational,DSP Spectral,Spectral analysis and transforms,Generated family variant,Transforms or analyzes sampled data in frequency or multiresolution domains. Architecture variant: **combinational**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_spectral/channelizer_filterbank_combinational.vhd,tb/blocks/dsp_spectral/tb_channelizer_filterbank_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3439,numerically_controlled_oscillator_combinational,DSP Modulation,Modulation and waveform generation,Generated family variant,"Generates, maps, mixes, or demodulates communication waveforms. Architecture variant: **combinational**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_modulation/numerically_controlled_oscillator_combinational.vhd,tb/blocks/dsp_modulation/tb_numerically_controlled_oscillator_combinational.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3440,clock_recovery_detector_single_shot,DSP Synchronization,"Timing, carrier and clock recovery",Generated family variant,"Detects synchronization features and corrects timing, phase, frequency, or gain. Architecture variant: **single shot**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/dsp_synchronization/clock_recovery_detector_single_shot.vhd,tb/blocks/dsp_synchronization/tb_clock_recovery_detector_single_shot.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3441,content_addressable_memory_single_clock,Memory,"RAM, ROM and register storage",Generated family variant,"Provides parameterized on-chip storage, lookup, or associative matching. Architecture variant: **single clock**.",memory,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_ram_core,rtl/blocks/memory/content_addressable_memory_single_clock.vhd,tb/blocks/memory/tb_content_addressable_memory_single_clock.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3442,priority_queue_single_clock,Queues,"FIFO, queue and buffering structures",Generated family variant,Decouples producers and consumers while preserving data or packet ordering. Architecture variant: **single clock**.,sync_fifo,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_fifo_core,rtl/blocks/queues/priority_queue_single_clock.vhd,tb/blocks/queues/tb_priority_queue_single_clock.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3443,memory_order_buffer_single_clock,Cache and Translation,"Caches, TLBs and memory ordering",Generated family variant,Reduces memory latency or manages address translation and outstanding misses. Architecture variant: **single clock**.,memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/cache_and_translation/memory_order_buffer_single_clock.vhd,tb/blocks/cache_and_translation/tb_memory_order_buffer_single_clock.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3444,address_generator_single_shot,DMA and Memory Services,Data movement and maintenance,Generated family variant,Moves or maintains memory contents without continuous CPU intervention. Architecture variant: **single shot**.,memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/dma_and_memory_services/address_generator_single_shot.vhd,tb/blocks/dma_and_memory_services/tb_address_generator_single_shot.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3445,axi_response_error_injector_controller,AMBA AXI Memory-Mapped,AXI4 and AXI4-Lite,Generated family variant,Connects memory-mapped initiators and targets using AXI-style channels. Architecture variant: **controller**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/amba_axi_memory_mapped/axi_response_error_injector_controller.vhd,tb/blocks/amba_axi_memory_mapped/tb_axi_response_error_injector_controller.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3446,axi_stream_packetizer_controller,AMBA AXI Stream,AXI4-Stream transport,Generated family variant,Transports ordered streaming data using ready/valid flow control. Architecture variant: **controller**.,stream,A,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/amba_axi_stream/axi_stream_packetizer_controller.vhd,tb/blocks/amba_axi_stream/tb_axi_stream_packetizer_controller.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3447,ahb_to_apb_bridge_controller,AMBA Peripheral Buses,"APB, AHB and AHB-Lite",Generated family variant,Implements low-complexity or pipelined AMBA peripheral transactions. Architecture variant: **controller**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/amba_peripheral_buses/ahb_to_apb_bridge_controller.vhd,tb/blocks/amba_peripheral_buses/tb_ahb_to_apb_bridge_controller.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3448,avalon_clock_crossing_bridge_controller,Wishbone and Avalon,Open and vendor-neutral bus fabrics,Generated family variant,Connects reusable IP through Wishbone- or Avalon-style interfaces. Architecture variant: **controller**.,cdc,A,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/wishbone_and_avalon/avalon_clock_crossing_bridge_controller.vhd,tb/blocks/wishbone_and_avalon/tb_avalon_clock_crossing_bridge_controller.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3449,quality_of_service_scheduler_single_shot,Interconnect and NoC,"Routing, arbitration and switching",Generated family variant,"Routes transactions or packets among multiple initiators, targets, or tiles. Architecture variant: **single shot**.",bus,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/interconnect_and_noc/quality_of_service_scheduler_single_shot.vhd,tb/blocks/interconnect_and_noc/tb_quality_of_service_scheduler_single_shot.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3450,i2c_bus_recovery_controller,UART SPI I2C,Low-speed serial protocols,Generated family variant,"Implements framing, timing, control, or bridging for common serial buses. Architecture variant: **controller**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/uart_spi_i2c/i2c_bus_recovery_controller.vhd,tb/blocks/uart_spi_i2c/tb_i2c_bus_recovery_controller.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
3451,serial_collision_detector_single_shot,CAN LIN RS485,Automotive and multidrop serial links,Generated family variant,Implements robust framed communication for automotive or multidrop networks. Architecture variant: **single shot**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/can_lin_rs485/serial_collision_detector_single_shot.vhd,tb/blocks/can_lin_rs485/tb_serial_collision_detector_single_shot.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
